,0
448,2.1843553
449,4.8989794e-05
450,2.1663902
451,4.8989794e-05
452,2.9510965
453,4.8989794e-05
454,2.0097904
455,4.8989794e-05
456,1.9598912
457,4.8989794e-05
458,2.2758164
459,4.8989794e-05
460,1.5034697
461,4.8989794e-05
462,1.4218533
463,4.8989794e-05
464,2.3152657
465,4.8989794e-05
466,1.8847258
467,4.8989794e-05
468,1.6624397
469,4.8989794e-05
470,1.5678396
471,4.8989794e-05
472,1.9279191
473,4.8989794e-05
474,2.040816
475,4.8989794e-05
476,2.3609843
477,4.8989794e-05
478,1.4609892
479,4.8989794e-05
480,2.1448905
481,4.8989794e-05
482,1.8349527
483,4.8989794e-05
484,2.1059072
485,4.8989794e-05
486,2.053081
487,4.8989794e-05
488,2.368821
489,4.8989794e-05
490,2.1956544
491,4.8989794e-05
492,2.452453
493,4.8989794e-05
494,2.7299802
495,4.8989794e-05
496,2.6815503
497,4.8989794e-05
498,2.3992188
499,4.8989794e-05
500,1.4141885
501,4.8989794e-05
502,1.7896869
503,4.8989794e-05
504,1.9432592
505,4.8989794e-05
506,1.6019481
507,4.8989794e-05
508,1.3189843
509,4.8989794e-05
510,1.7359213
511,4.8989794e-05
512,1.6137066
513,4.8989794e-05
514,2.4685326
515,4.8989794e-05
516,1.3999238
517,4.8989794e-05
518,1.5165589
519,4.8989794e-05
520,1.5241109
521,4.8989794e-05
522,1.9158784
523,4.8989794e-05
524,1.8893116
525,4.8989794e-05
526,1.2521329
527,4.8989794e-05
528,1.385947
529,4.8989794e-05
530,1.3015851
531,4.8989794e-05
532,1.6085144
533,4.8989794e-05
534,2.016197
535,4.8989794e-05
536,1.3612962
537,4.8989794e-05
538,2.2407808
539,4.8989794e-05
540,1.9017328
541,4.8989794e-05
542,1.2627809
543,4.8989794e-05
544,2.1719706
545,4.8989794e-05
546,2.1696243
547,4.8989794e-05
548,2.4340591
549,4.8989794e-05
550,2.2786024
551,4.8989794e-05
552,1.6898526
553,4.8989794e-05
554,2.300512
555,4.8989794e-05
556,1.2120702
557,4.8989794e-05
558,2.1076632
559,4.8989794e-05
560,2.8944838
561,4.8989794e-05
562,1.4176531
563,4.8989794e-05
564,2.366041
565,4.8989794e-05
566,1.7002773
567,4.8989794e-05
568,1.7224119
569,4.8989794e-05
570,2.133459
571,4.8989794e-05
572,1.9637756
573,4.8989794e-05
574,1.9308014
575,4.8989794e-05
576,2.114923
577,4.8989794e-05
578,1.8361268
579,4.8989794e-05
580,1.8626262
581,4.8989794e-05
582,1.4815524
583,4.8989794e-05
584,1.4817072
585,4.8989794e-05
586,2.0427547
587,4.8989794e-05
588,1.6631472
589,4.8989794e-05
590,1.9710528
591,4.8989794e-05
592,2.4012985
593,4.8989794e-05
594,1.4441345
595,4.8989794e-05
596,1.7920253
597,4.8989794e-05
598,1.7948878
599,4.8989794e-05
600,1.8944798
601,4.8989794e-05
602,1.5412395
603,4.8989794e-05
604,2.2630954
605,4.8989794e-05
606,1.8350227
607,4.8989794e-05
608,2.0586276
609,4.8989794e-05
610,1.9666884
611,4.8989794e-05
612,1.4676149
613,4.8989794e-05
614,1.4249473
615,4.8989794e-05
616,1.6988465
617,4.8989794e-05
618,1.5266021
619,4.8989794e-05
620,1.6152967
621,4.8989794e-05
622,2.1570215
623,4.8989794e-05
624,2.2261195
625,4.8989794e-05
626,2.4781616
627,4.8989794e-05
628,2.4986198
629,4.8989794e-05
630,1.9939669
631,4.8989794e-05
632,2.169219
633,4.8989794e-05
634,1.8197846
635,4.8989794e-05
636,1.1757817
637,4.8989794e-05
638,1.4277645
639,4.8989794e-05
640,2.8871903
641,4.8989794e-05
642,2.8244011
643,4.8989794e-05
644,1.9789423
645,4.8989794e-05
646,1.5115117
647,4.8989794e-05
648,1.8736695
649,4.8989794e-05
650,2.328541
651,4.8989794e-05
652,1.3931574
653,4.8989794e-05
654,1.2375313
655,4.8989794e-05
656,1.9947746
657,4.8989794e-05
658,2.1269126
659,4.8989794e-05
660,2.6517167
661,4.8989794e-05
662,2.0494928
663,4.8989794e-05
664,1.9749105
665,4.8989794e-05
666,2.0631444
667,4.8989794e-05
668,1.3110775
669,4.8989794e-05
670,2.2799437
671,4.8989794e-05
672,1.5058752
673,4.8989794e-05
674,2.269621
675,4.8989794e-05
676,2.328529
677,4.8989794e-05
678,2.4737418
679,4.8989794e-05
680,2.4216256
681,4.8989794e-05
682,1.5643053
683,4.8989794e-05
684,1.4660146
685,4.8989794e-05
686,2.2356172
687,4.8989794e-05
688,1.8163389
689,4.8989794e-05
690,3.1180778
691,4.8989794e-05
692,2.385324
693,4.8989794e-05
694,2.253011
695,4.8989794e-05
696,2.0581343
697,4.8989794e-05
698,3.2346282
699,4.8989794e-05
700,2.475564
701,4.8989794e-05
702,2.489211
703,4.8989794e-05
704,2.0754077
705,4.8989794e-05
706,2.0629244
707,4.8989794e-05
708,2.5757828
709,4.8989794e-05
710,2.1009645
711,4.8989794e-05
712,1.769023
713,4.8989794e-05
714,1.6440661
715,4.8989794e-05
716,2.2334502
717,4.8989794e-05
718,1.9654837
719,4.8989794e-05
720,2.2618167
721,4.8989794e-05
722,2.1872787
723,4.8989794e-05
724,2.87285
725,4.8989794e-05
726,1.9587126
727,4.8989794e-05
728,2.1070437
729,4.8989794e-05
730,2.7075353
731,4.8989794e-05
732,2.2908058
733,4.8989794e-05
734,2.4327352
735,4.8989794e-05
736,2.1805134
737,4.8989794e-05
738,2.1036193
739,4.8989794e-05
740,3.268638
741,4.8989794e-05
742,2.7668617
743,4.8989794e-05
744,2.716908
745,4.8989794e-05
746,2.9333358
747,4.8989794e-05
748,3.1200495
749,4.8989794e-05
750,2.3649607
751,4.8989794e-05
752,2.2032163
753,4.8989794e-05
754,2.2874465
755,4.8989794e-05
756,1.2914605
757,4.8989794e-05
758,1.6867715
759,4.8989794e-05
760,2.5943086
761,4.8989794e-05
762,2.1693773
763,4.8989794e-05
764,3.2869396
765,4.8989794e-05
766,1.5312142
767,4.8989794e-05
768,3.1057851
769,4.8989794e-05
770,2.3525052
771,4.8989794e-05
772,2.4715452
773,4.8989794e-05
774,2.348433
775,4.8989794e-05
776,2.467441
777,4.8989794e-05
778,2.7560174
779,4.8989794e-05
780,2.4656425
781,4.8989794e-05
782,2.1043668
783,4.8989794e-05
784,1.8070834
785,4.8989794e-05
786,2.3902993
787,4.8989794e-05
788,1.6971033
789,4.8989794e-05
790,3.1054478
791,4.8989794e-05
792,1.6944575
793,4.8989794e-05
794,3.5434165
795,4.8989794e-05
796,2.5525458
797,4.8989794e-05
798,2.3425746
799,4.8989794e-05
800,2.4247692
801,4.8989794e-05
802,2.1313877
803,4.8989794e-05
804,2.3104036
805,4.8989794e-05
806,1.9273419
807,4.8989794e-05
808,2.1840866
809,4.8989794e-05
810,1.9163878
811,4.8989794e-05
812,1.9584235
813,4.8989794e-05
814,1.8411317
815,4.8989794e-05
816,3.2916899
817,4.8989794e-05
818,1.826363
819,4.8989794e-05
820,2.7621405
821,4.8989794e-05
822,2.455344
823,4.8989794e-05
824,2.3275502
825,4.8989794e-05
826,2.9498627
827,4.8989794e-05
828,2.4055433
829,4.8989794e-05
830,2.2512677
831,4.8989794e-05
832,1.9531536
833,4.8989794e-05
834,1.940985
835,4.8989794e-05
836,1.8230035
837,4.8989794e-05
838,2.4468136
839,4.8989794e-05
840,3.2599745
841,4.8989794e-05
842,3.1238108
843,4.8989794e-05
844,3.087711
845,4.8989794e-05
846,3.1582386
847,4.8989794e-05
848,2.555584
849,4.8989794e-05
850,1.3819702
851,4.8989794e-05
852,2.9846592
853,4.8989794e-05
854,1.3978635
855,4.8989794e-05
856,1.2733104
857,4.8989794e-05
858,1.4173162
859,4.8989794e-05
860,1.2785814
861,4.8989794e-05
862,1.6497196
863,4.8989794e-05
864,1.5061504
865,4.8989794e-05
866,1.1474266
867,4.8989794e-05
868,1.4116771
869,4.8989794e-05
870,1.8690294
871,4.8989794e-05
872,1.3896117
873,4.8989794e-05
874,1.3234433
875,4.8989794e-05
876,2.2738008
877,4.8989794e-05
878,2.465104
879,4.8989794e-05
880,2.4065163
881,4.8989794e-05
882,1.6969928
883,4.8989794e-05
884,1.4582777
885,4.8989794e-05
886,1.3304816
887,4.8989794e-05
888,2.190826
889,4.8989794e-05
890,1.7167751
891,4.8989794e-05
892,2.1159112
893,4.8989794e-05
894,2.7158937
895,4.8989794e-05
896,1.6170022
897,4.8989794e-05
898,2.2260907
899,4.8989794e-05
900,1.6568165
901,4.8989794e-05
902,1.9712061
903,4.8989794e-05
904,1.7844228
905,4.8989794e-05
906,2.0097349
907,4.8989794e-05
908,1.2904327
909,4.8989794e-05
910,2.872079
911,4.8989794e-05
912,1.1421185
913,4.8989794e-05
914,1.4246911
915,4.8989794e-05
916,3.1539292
917,4.8989794e-05
918,2.1976259
919,4.8989794e-05
920,1.639801
921,4.8989794e-05
922,1.8943744
923,4.8989794e-05
924,2.352417
925,4.8989794e-05
926,1.7445843
927,4.8989794e-05
928,1.4819552
929,4.8989794e-05
930,2.2715917
931,4.8989794e-05
932,1.3938683
933,4.8989794e-05
934,2.2921736
935,4.8989794e-05
936,1.5714093
937,4.8989794e-05
938,2.2284727
939,4.8989794e-05
940,2.694343
941,4.8989794e-05
942,2.441008
943,4.8989794e-05
944,2.664548
945,4.8989794e-05
946,1.6336992
947,4.8989794e-05
948,1.7218894
949,4.8989794e-05
950,1.9999359
951,4.8989794e-05
952,1.8314137
953,4.8989794e-05
954,1.5551759
955,4.8989794e-05
956,1.5531509
957,4.8989794e-05
958,1.9881861
959,4.8989794e-05
960,1.6913656
961,4.8989794e-05
962,2.3583386
963,4.8989794e-05
964,2.3139272
965,4.8989794e-05
966,1.9177748
967,4.8989794e-05
968,1.4829657
969,4.8989794e-05
970,1.9483426
971,4.8989794e-05
972,1.54306
973,4.8989794e-05
974,3.211687
975,4.8989794e-05
976,1.200415
977,4.8989794e-05
978,2.6956522
979,4.8989794e-05
980,1.4415122
981,4.8989794e-05
982,1.9660248
983,4.8989794e-05
984,1.4159527
985,4.8989794e-05
986,1.5695164
987,4.8989794e-05
988,2.765274
989,4.8989794e-05
990,1.947574
991,4.8989794e-05
992,1.2332143
993,4.8989794e-05
994,1.2485113
995,4.8989794e-05
996,1.6032622
997,4.8989794e-05
998,2.1471858
999,4.8989794e-05
1000,1.6554646
1001,4.8989794e-05
1002,1.240793
1003,4.8989794e-05
1004,1.630644
1005,4.8989794e-05
1006,1.4063392
1007,4.8989794e-05
1008,1.4890466
1009,4.8989794e-05
1010,2.4079814
1011,4.8989794e-05
1012,2.0502458
1013,4.8989794e-05
1014,1.8493434
1015,4.8989794e-05
1016,1.4001914
1017,4.8989794e-05
1018,1.4749615
1019,4.8989794e-05
1020,2.5090764
1021,4.8989794e-05
1022,2.5749345
1023,4.8989794e-05
1024,1.6614354
1025,4.8989794e-05
1026,2.4250946
1027,4.8989794e-05
1028,2.6864119
1029,4.8989794e-05
1030,2.7434409
1031,4.8989794e-05
1032,2.3296924
1033,4.8989794e-05
1034,1.736067
1035,4.8989794e-05
1036,2.7972639
1037,4.8989794e-05
1038,1.6761912
1039,4.8989794e-05
1040,2.8758962
1041,4.8989794e-05
1042,2.8121557
1043,4.8989794e-05
1044,2.5097888
1045,4.8989794e-05
1046,1.9836316
1047,4.8989794e-05
1048,1.740368
1049,4.8989794e-05
1050,1.5392945
1051,4.8989794e-05
1052,1.6711857
1053,4.8989794e-05
1054,1.1914405
1055,4.8989794e-05
1056,2.8772662
1057,4.8989794e-05
1058,2.4256654
1059,4.8989794e-05
1060,1.7794763
1061,4.8989794e-05
1062,1.2659916
1063,4.8989794e-05
1064,1.7044458
1065,4.8989794e-05
1066,1.6223726
1067,4.8989794e-05
1068,1.5962961
1069,4.8989794e-05
1070,2.5248153
1071,4.8989794e-05
1072,1.2712643
1073,4.8989794e-05
1074,2.1476858
1075,4.8989794e-05
1076,2.207522
1077,4.8989794e-05
1078,2.2460976
1079,4.8989794e-05
1080,2.527404
1081,4.8989794e-05
1082,1.6083095
1083,4.8989794e-05
1084,2.5508995
1085,4.8989794e-05
1086,2.3623157
1087,4.8989794e-05
1088,2.0674431
1089,4.8989794e-05
1090,2.0805304
1091,4.8989794e-05
1092,1.7116444
1093,4.8989794e-05
1094,1.7573808
1095,4.8989794e-05
1096,2.0699353
1097,4.8989794e-05
1098,1.5333459
1099,4.8989794e-05
1100,1.3228563
1101,4.8989794e-05
1102,1.8991967
1103,4.8989794e-05
1104,1.5274645
1105,4.8989794e-05
1106,1.3020884
1107,4.8989794e-05
1108,1.372479
1109,4.8989794e-05
1110,1.2954575
1111,4.8989794e-05
1112,1.8720648
1113,4.8989794e-05
1114,2.1636953
1115,4.8989794e-05
1116,1.8541402
1117,4.8989794e-05
1118,1.5792736
1119,4.8989794e-05
1120,1.8153305
1121,4.8989794e-05
1122,1.4062617
1123,4.8989794e-05
1124,2.2331312
1125,4.8989794e-05
1126,2.1394963
1127,4.8989794e-05
1128,1.6017045
1129,4.8989794e-05
1130,2.0522268
1131,4.8989794e-05
1132,1.2332062
1133,4.8989794e-05
1134,1.7471757
1135,4.8989794e-05
1136,1.5046527
1137,4.8989794e-05
1138,1.9634893
1139,4.8989794e-05
1140,2.3929148
1141,4.8989794e-05
1142,1.7947135
1143,4.8989794e-05
1144,2.4070878
1145,4.8989794e-05
1146,1.4350713
1147,4.8989794e-05
1148,1.9968692
1149,4.8989794e-05
1150,1.8772069
1151,4.8989794e-05
1152,1.8382831
1153,4.8989794e-05
1154,2.067355
1155,4.8989794e-05
1156,2.366252
1157,4.8989794e-05
1158,2.5317163
1159,4.8989794e-05
1160,1.9210654
1161,4.8989794e-05
1162,1.8802801
1163,4.8989794e-05
1164,1.382719
1165,4.8989794e-05
1166,2.4232621
1167,4.8989794e-05
1168,2.2310772
1169,4.8989794e-05
1170,1.7037461
1171,4.8989794e-05
1172,2.3564878
1173,4.8989794e-05
1174,2.2184498
1175,4.8989794e-05
1176,2.1114306
1177,4.8989794e-05
1178,2.3175287
1179,4.8989794e-05
1180,2.7856433
1181,4.8989794e-05
1182,2.1075711
1183,4.8989794e-05
1184,1.7842162
1185,4.8989794e-05
1186,2.1761522
1187,4.8989794e-05
1188,2.6496725
1189,4.8989794e-05
1190,2.4267924
1191,4.8989794e-05
1192,2.916464
1193,4.8989794e-05
1194,2.7763565
1195,4.8989794e-05
1196,2.2305174
1197,4.8989794e-05
1198,2.7237694
1199,4.8989794e-05
1200,1.5785848
1201,4.8989794e-05
1202,1.6378158
1203,4.8989794e-05
1204,1.7913005
1205,4.8989794e-05
1206,2.6461046
1207,4.8989794e-05
1208,2.4274225
1209,4.8989794e-05
1210,1.6447655
1211,4.8989794e-05
1212,1.7533907
1213,4.8989794e-05
1214,1.2437382
1215,4.8989794e-05
1216,2.048847
1217,4.8989794e-05
1218,4.8989794e-05
1219,4.8989794e-05
1220,1.8906931
1221,4.8989794e-05
1222,1.0759443
1223,4.8989794e-05
1224,1.6241657
1225,4.8989794e-05
1226,1.5075189
1227,4.8989794e-05
1228,1.3446673
1229,4.8989794e-05
1230,1.9574577
1231,4.8989794e-05
1232,1.433222
1233,4.8989794e-05
1234,2.032485
1235,4.8989794e-05
1236,2.9857776
1237,4.8989794e-05
1238,1.4558516
1239,4.8989794e-05
1240,2.371081
1241,4.8989794e-05
1242,2.619903
1243,4.8989794e-05
1244,2.3634753
1245,4.8989794e-05
1246,2.0324225
1247,4.8989794e-05
1248,2.3221123
1249,4.8989794e-05
